"","wkt_geom","id","left","top","right","bottom","x","y","area","Nhat"
"4031","Point (3493409.46451492421329021 -1548332.17458320851437747)","10140",3493071.6112541,-1548009.30706091,3493471.6112541,-1548409.30706091,3493409.465,-1548332.175,160000,4.56996294720088e-07
"4032","Point (3492471.61125410441309214 -1554209.30706091457977891)","9949",3492271.6112541,-1554009.30706091,3492671.6112541,-1554409.30706091,3492471.611,-1554209.307,160000,6.07638631396269e-08
"4033","Point (3492471.61125410441309214 -1553809.30706091457977891)","9948",3492271.6112541,-1553609.30706091,3492671.6112541,-1554009.30706091,3492471.611,-1553809.307,160000,7.48658242227866e-08
"4034","Point (3492471.61125410441309214 -1553409.30706091457977891)","9947",3492271.6112541,-1553209.30706091,3492671.6112541,-1553609.30706091,3492471.611,-1553409.307,160000,9.2209845144952e-08
"4035","Point (3492471.61125410441309214 -1553009.30706091457977891)","9946",3492271.6112541,-1552809.30706091,3492671.6112541,-1553209.30706091,3492471.611,-1553009.307,160000,1.13484294589779e-07
"4036","Point (3492471.61125410441309214 -1552609.30706091457977891)","9945",3492271.6112541,-1552409.30706091,3492671.6112541,-1552809.30706091,3492471.611,-1552609.307,160000,1.3949835646193e-07
"4037","Point (3492471.61125410441309214 -1552209.30706091457977891)","9944",3492271.6112541,-1552009.30706091,3492671.6112541,-1552409.30706091,3492471.611,-1552209.307,160000,1.71195082776287e-07
"4038","Point (3492471.61125410441309214 -1551809.30706091457977891)","9943",3492271.6112541,-1551609.30706091,3492671.6112541,-1552009.30706091,3492471.611,-1551809.307,160000,2.0966402008444e-07
"4039","Point (3492471.61125410441309214 -1551409.30706091457977891)","9942",3492271.6112541,-1551209.30706091,3492671.6112541,-1551609.30706091,3492471.611,-1551409.307,160000,2.56153387646917e-07
"4040","Point (3492471.61125410441309214 -1557409.30706091457977891)","9957",3492271.6112541,-1557209.30706091,3492671.6112541,-1557609.30706091,3492471.611,-1557409.307,160000,1.18733007767687e-08
"4041","Point (3492471.61125410441309214 -1557009.30706091457977891)","9956",3492271.6112541,-1556809.30706091,3492671.6112541,-1557209.30706091,3492471.611,-1557009.307,160000,1.44601647348949e-08
"4042","Point (3492471.61125410441309214 -1556609.30706091457977891)","9955",3492271.6112541,-1556409.30706091,3492671.6112541,-1556809.30706091,3492471.611,-1556609.307,160000,1.76571451424273e-08
"4043","Point (3492471.61125410441309214 -1556209.30706091457977891)","9954",3492271.6112541,-1556009.30706091,3492671.6112541,-1556409.30706091,3492471.611,-1556209.307,160000,2.16116640114013e-08
"4044","Point (3492471.61125410441309214 -1555809.30706091457977891)","9953",3492271.6112541,-1555609.30706091,3492671.6112541,-1556009.30706091,3492471.611,-1555809.307,160000,2.65056959911581e-08
"4045","Point (3492471.61125410441309214 -1555409.30706091457977891)","9952",3492271.6112541,-1555209.30706091,3492671.6112541,-1555609.30706091,3492471.611,-1555409.307,160000,3.25630223027852e-08
"4046","Point (3492471.61125410441309214 -1555009.30706091457977891)","9951",3492271.6112541,-1554809.30706091,3492671.6112541,-1555209.30706091,3492471.611,-1555009.307,160000,4.00576173775363e-08
"4047","Point (3492471.61125410441309214 -1554609.30706091457977891)","9950",3492271.6112541,-1554409.30706091,3492671.6112541,-1554809.30706091,3492471.611,-1554609.307,160000,4.93231927439089e-08
"4048","Point (3492471.61125410441309214 -1540609.30706091457977891)","9915",3492271.6112541,-1540409.30706091,3492671.6112541,-1540809.30706091,3492471.611,-1540609.307,160000,0.000169494265760682
"4049","Point (3492471.61125410441309214 -1540209.30706091457977891)","9914",3492271.6112541,-1540009.30706091,3492671.6112541,-1540409.30706091,3492471.611,-1540209.307,160000,0.000273722309387901
"4050","Point (3492471.61125410441309214 -1539809.30706091457977891)","9913",3492271.6112541,-1539609.30706091,3492671.6112541,-1540009.30706091,3492471.611,-1539809.307,160000,0.000442621362918554
"4051","Point (3492471.61125410441309214 -1539409.30706091457977891)","9912",3492271.6112541,-1539209.30706091,3492671.6112541,-1539609.30706091,3492471.611,-1539409.307,160000,0.000713319329212947
"4052","Point (3492471.61125410441309214 -1539009.30706091457977891)","9911",3492271.6112541,-1538809.30706091,3492671.6112541,-1539209.30706091,3492471.611,-1539009.307,160000,0.00114151634191665
"4053","Point (3492471.61125410441309214 -1538609.30706091457977891)","9910",3492271.6112541,-1538409.30706091,3492671.6112541,-1538809.30706091,3492471.611,-1538609.307,160000,0.00180876797862943
"4054","Point (3492471.61125410441309214 -1538209.30706091457977891)","9909",3492271.6112541,-1538009.30706091,3492671.6112541,-1538409.30706091,3492471.611,-1538209.307,160000,0.00283160960546028
"4055","Point (3492481.39841702068224549 -1537824.05338404537178576)","9908",3492271.6112541,-1537609.30706091,3492671.6112541,-1538009.30706091,3492481.398,-1537824.053,160000,0.0042455714190413
"4056","Point (3492471.61125410441309214 -1551009.30706091457977891)","9941",3492271.6112541,-1550809.30706091,3492671.6112541,-1551209.30706091,3492471.611,-1551009.307,160000,3.12082246152067e-07
"4057","Point (3492471.61125410441309214 -1550609.30706091457977891)","9940",3492271.6112541,-1550409.30706091,3492671.6112541,-1550809.30706091,3492471.611,-1550609.307,160000,3.79053847940863e-07
"4058","Point (3492471.61125410441309214 -1550209.30706091457977891)","9939",3492271.6112541,-1550009.30706091,3492671.6112541,-1550409.30706091,3492471.611,-1550209.307,160000,4.58872479411712e-07
"4059","Point (3492473.1847976241260767 -1549810.84857705561444163)","9938",3492271.6112541,-1549609.30706091,3492671.6112541,-1550009.30706091,3492473.185,-1549810.849,160000,5.5237792830455e-07
"4060","Point (3492553.01131026120856404 -1549465.21445293934084475)","9937",3492271.6112541,-1549209.30706091,3492671.6112541,-1549609.30706091,3492553.011,-1549465.214,160000,6.01727682485476e-07
"4061","Point (3492661.27403873344883323 -1549196.47718368098139763)","9936",3492271.6112541,-1548809.30706091,3492671.6112541,-1549209.30706091,3492661.274,-1549196.477,160000,6.14548968750821e-07
"4062","Point (3492451.0978595269843936 -1541333.98681186232715845)","9917",3492271.6112541,-1541209.30706091,3492671.6112541,-1541609.30706091,3492451.098,-1541333.987,160000,7.47683265140961e-05
"4063","Point (3492471.61125410441309214 -1541009.30706091457977891)","9916",3492271.6112541,-1540809.30706091,3492671.6112541,-1541209.30706091,3492471.611,-1541009.307,160000,0.000105694597428761
"4064","Point (3492922.08197981724515557 -1549048.29550842079333961)","10039",3492671.6112541,-1548809.30706091,3493071.6112541,-1549209.30706091,3492922.082,-1549048.296,160000,5.17957862955225e-07
"4065","Point (3493035.36927682906389236 -1548764.32588344486430287)","10038",3492671.6112541,-1548409.30706091,3493071.6112541,-1548809.30706091,3493035.369,-1548764.326,160000,5.28576090431953e-07
"4066","Point (3492789.94878571340814233 -1541272.54304246604442596)","10020",3492671.6112541,-1541209.30706091,3493071.6112541,-1541609.30706091,3492789.949,-1541272.543,160000,5.1390282173266e-05
"4067","Point (3492854.12080820091068745 -1540997.49473919277079403)","10019",3492671.6112541,-1540809.30706091,3493071.6112541,-1541209.30706091,3492854.121,-1540997.495,160000,6.43050024826706e-05
"4068","Point (3492871.61125410441309214 -1540609.30706091457977891)","10018",3492671.6112541,-1540409.30706091,3493071.6112541,-1540809.30706091,3492871.611,-1540609.307,160000,9.76782059661978e-05
"4069","Point (3492871.61125410441309214 -1540209.30706091457977891)","10017",3492671.6112541,-1540009.30706091,3493071.6112541,-1540409.30706091,3492871.611,-1540209.307,160000,0.00015497372487348
"4070","Point (3492871.61125410441309214 -1539809.30706091457977891)","10016",3492671.6112541,-1539609.30706091,3493071.6112541,-1540009.30706091,3492871.611,-1539809.307,160000,0.000246602926891377
"4071","Point (3492871.61125410441309214 -1539409.30706091457977891)","10015",3492671.6112541,-1539209.30706091,3493071.6112541,-1539609.30706091,3492871.611,-1539409.307,160000,0.000392098429366013
"4072","Point (3492871.61125410441309214 -1552209.30706091457977891)","10047",3492671.6112541,-1552009.30706091,3493071.6112541,-1552409.30706091,3492871.611,-1552209.307,160000,1.25018288546737e-07
"4073","Point (3492871.61125410441309214 -1551809.30706091457977891)","10046",3492671.6112541,-1551609.30706091,3493071.6112541,-1552009.30706091,3492871.611,-1551809.307,160000,1.52035504864006e-07
"4074","Point (3492871.61125410441309214 -1551409.30706091457977891)","10045",3492671.6112541,-1551209.30706091,3493071.6112541,-1551609.30706091,3492871.611,-1551409.307,160000,1.84439255307114e-07
"4075","Point (3492871.61125410441309214 -1551009.30706091457977891)","10044",3492671.6112541,-1550809.30706091,3493071.6112541,-1551209.30706091,3492871.611,-1551009.307,160000,2.23133125828445e-07
"4076","Point (3492871.61125410441309214 -1550609.30706091457977891)","10043",3492671.6112541,-1550409.30706091,3493071.6112541,-1550809.30706091,3492871.611,-1550609.307,160000,2.69130728768329e-07
"4077","Point (3492871.61125410441309214 -1550209.30706091457977891)","10042",3492671.6112541,-1550009.30706091,3493071.6112541,-1550409.30706091,3492871.611,-1550209.307,160000,3.23566025281929e-07
"4078","Point (3492871.61125410441309214 -1549809.30706091457977891)","10041",3492671.6112541,-1549609.30706091,3493071.6112541,-1550009.30706091,3492871.611,-1549809.307,160000,3.87708857954949e-07
"4079","Point (3492871.61125410441309214 -1549409.30706091457977891)","10040",3492671.6112541,-1549209.30706091,3493071.6112541,-1549609.30706091,3492871.611,-1549409.307,160000,4.62989535423863e-07
"4080","Point (3492471.61125410441309214 -1563009.30706091457977891)","9971",3492271.6112541,-1562809.30706091,3492671.6112541,-1563209.30706091,3492471.611,-1563009.307,160000,1.09000743583272e-09
"4081","Point (3492471.61125410441309214 -1562609.30706091457977891)","9970",3492271.6112541,-1562409.30706091,3492671.6112541,-1562809.30706091,3492471.611,-1562609.307,160000,1.2605449898551e-09
"4082","Point (3492516.21220167120918632 -1562256.59458406292833388)","9969",3492271.6112541,-1562009.30706091,3492671.6112541,-1562409.30706091,3492516.212,-1562256.595,160000,1.40399488019794e-09
"4083","Point (3492641.27337575377896428 -1561961.27208685781806707)","9968",3492271.6112541,-1561609.30706091,3492671.6112541,-1562009.30706091,3492641.273,-1561961.272,160000,1.47002907951504e-09
"4084","Point (3492472.57148645399138331 -1558978.65448040491901338)","9961",3492271.6112541,-1558809.30706091,3492671.6112541,-1559209.30706091,3492472.571,-1558978.654,160000,5.64313011465881e-09
"4085","Point (3492471.61125410441309214 -1558609.30706091457977891)","9960",3492271.6112541,-1558409.30706091,3492671.6112541,-1558809.30706091,3492471.611,-1558609.307,160000,6.69422299809303e-09
"4086","Point (3492471.61125410441309214 -1558209.30706091457977891)","9959",3492271.6112541,-1558009.30706091,3492671.6112541,-1558409.30706091,3492471.611,-1558209.307,160000,8.07684042690062e-09
"4087","Point (3492471.61125410441309214 -1557809.30706091457977891)","9958",3492271.6112541,-1557609.30706091,3492671.6112541,-1558009.30706091,3492471.611,-1557809.307,160000,9.77749571746171e-09
"4088","Point (3492871.61125410441309214 -1539009.30706091457977891)","10014",3492671.6112541,-1538809.30706091,3493071.6112541,-1539209.30706091,3492871.611,-1539009.307,160000,0.000621241349701684
"4089","Point (3492871.61125410441309214 -1538609.30706091457977891)","10013",3492671.6112541,-1538409.30706091,3493071.6112541,-1538809.30706091,3492871.611,-1538609.307,160000,0.000979067796656766
"4090","Point (3492871.61125410441309214 -1538209.30706091457977891)","10012",3492671.6112541,-1538009.30706091,3493071.6112541,-1538409.30706091,3492871.611,-1538209.307,160000,0.00153358281002911
"4091","Point (3492871.61125410441309214 -1537809.30706091457977891)","10011",3492671.6112541,-1537609.30706091,3493071.6112541,-1538009.30706091,3492871.611,-1537809.307,160000,0.00238881758183362
"4092","Point (3492911.56475773081183434 -1537541.11823652288876474)","10010",3492671.6112541,-1537209.30706091,3493071.6112541,-1537609.30706091,3492911.565,-1537541.118,160000,0.00302535970975777
"4093","Point (3492481.58745633764192462 -1564101.64181415946222842)","9974",3492271.6112541,-1564009.30706091,3492671.6112541,-1564409.30706091,3492481.587,-1564101.642,160000,7.43252716083982e-10
"4094","Point (3492471.61125410441309214 -1563809.30706091457977891)","9973",3492271.6112541,-1563609.30706091,3492671.6112541,-1564009.30706091,3492471.611,-1563809.307,160000,8.24396761188436e-10
"4095","Point (3492471.61125410441309214 -1563409.30706091457977891)","9972",3492271.6112541,-1563209.30706091,3492671.6112541,-1563609.30706091,3492471.611,-1563409.307,160000,9.46162157748384e-10
"4096","Point (3494071.61125410441309214 -1550209.30706091457977891)","10351",3493871.6112541,-1550009.30706091,3494271.6112541,-1550409.30706091,3494071.611,-1550209.307,160000,1.25506631282032e-07
"4097","Point (3494071.61125410441309214 -1549809.30706091457977891)","10350",3493871.6112541,-1549609.30706091,3494271.6112541,-1550009.30706091,3494071.611,-1549809.307,160000,1.48432449926355e-07
"4098","Point (3494071.61125410441309214 -1549409.30706091457977891)","10349",3493871.6112541,-1549209.30706091,3494271.6112541,-1549609.30706091,3494071.611,-1549409.307,160000,1.75077101348918e-07
"4099","Point (3494071.61125410441309214 -1549009.30706091457977891)","10348",3493871.6112541,-1548809.30706091,3494271.6112541,-1549209.30706091,3494071.611,-1549009.307,160000,2.05978918333315e-07
"4100","Point (3494071.61125410441309214 -1548609.30706091457977891)","10347",3493871.6112541,-1548409.30706091,3494271.6112541,-1548809.30706091,3494071.611,-1548609.307,160000,2.41772523046933e-07
"4101","Point (3494071.61125410441309214 -1548209.30706091457977891)","10346",3493871.6112541,-1548009.30706091,3494271.6112541,-1548409.30706091,3494071.611,-1548209.307,160000,2.83223153360442e-07
"4102","Point (3494060.27942420402541757 -1547824.71292530559003353)","10345",3493871.6112541,-1547609.30706091,3494271.6112541,-1548009.30706091,3494060.279,-1547824.713,160000,3.32104682291793e-07
"4103","Point (3494016.90623041894286871 -1547593.2943898553494364)","10344",3493871.6112541,-1547209.30706091,3494271.6112541,-1547609.30706091,3494016.906,-1547593.294,160000,3.75587863598746e-07
"4104","Point (3494071.61125410441309214 -1553409.30706091457977891)","10359",3493871.6112541,-1553209.30706091,3494271.6112541,-1553609.30706091,3494071.611,-1553409.307,160000,3.00417944818155e-08
"4105","Point (3494071.61125410441309214 -1553009.30706091457977891)","10358",3493871.6112541,-1552809.30706091,3494271.6112541,-1553209.30706091,3494071.611,-1553009.307,160000,3.61635888769111e-08
"4106","Point (3494071.61125410441309214 -1552609.30706091457977891)","10357",3493871.6112541,-1552409.30706091,3494271.6112541,-1552809.30706091,3494071.611,-1552609.307,160000,4.34714077140132e-08
"4107","Point (3494071.61125410441309214 -1552209.30706091457977891)","10356",3493871.6112541,-1552009.30706091,3494271.6112541,-1552409.30706091,3494071.611,-1552209.307,160000,5.21669431021491e-08
"4108","Point (3494071.61125410441309214 -1551809.30706091457977891)","10355",3493871.6112541,-1551609.30706091,3494271.6112541,-1552009.30706091,3494071.611,-1551809.307,160000,6.24783166719757e-08
"4109","Point (3494071.61125410441309214 -1551409.30706091457977891)","10354",3493871.6112541,-1551209.30706091,3494271.6112541,-1551609.30706091,3494071.611,-1551409.307,160000,7.4662259131334e-08
"4110","Point (3494071.61125410441309214 -1551009.30706091457977891)","10353",3493871.6112541,-1550809.30706091,3494271.6112541,-1551209.30706091,3494071.611,-1551009.307,160000,8.90067038315428e-08
"4111","Point (3494071.61125410441309214 -1550609.30706091457977891)","10352",3493871.6112541,-1550409.30706091,3494271.6112541,-1550809.30706091,3494071.611,-1550609.307,160000,1.05834183962166e-07
