"","wkt_geom","id","left","top","right","bottom","x","y","area","Nhat"
"3884","Point (3492071.61125410441309214 -1563009.30706091457977891)","9868",3491871.6112541,-1562809.30706091,3492271.6112541,-1563209.30706091,3492071.611,-1563009.307,160000,1.34668726481854e-09
"3885","Point (3492085.98484839126467705 -1562626.04588360618799925)","9867",3491871.6112541,-1562409.30706091,3492271.6112541,-1562809.30706091,3492085.985,-1562626.046,160000,1.53650890824513e-09
"3886","Point (3492210.69073626771569252 -1562374.49533643643371761)","9866",3491871.6112541,-1562009.30706091,3492271.6112541,-1562409.30706091,3492210.691,-1562374.495,160000,1.57923285131103e-09
"3887","Point (3492066.34297365928068757 -1558984.71436897176317871)","9858",3491871.6112541,-1558809.30706091,3492271.6112541,-1559209.30706091,3492066.343,-1558984.714,160000,7.08120797029967e-09
"3888","Point (3492071.61125410441309214 -1552209.30706091457977891)","9841",3491871.6112541,-1552009.30706091,3492271.6112541,-1552409.30706091,3492071.611,-1552209.307,160000,2.36897716209119e-07
"3889","Point (3492071.61125410441309214 -1551809.30706091457977891)","9840",3491871.6112541,-1551609.30706091,3492271.6112541,-1552009.30706091,3492071.611,-1551809.307,160000,2.92467926421781e-07
"3890","Point (3492071.61125410441309214 -1551409.30706091457977891)","9839",3491871.6112541,-1551209.30706091,3492271.6112541,-1551609.30706091,3492071.611,-1551409.307,160000,3.60218866086325e-07
"3891","Point (3492071.61125410441309214 -1551009.30706091457977891)","9838",3491871.6112541,-1550809.30706091,3492271.6112541,-1551209.30706091,3492071.611,-1551009.307,160000,4.42443369313013e-07
"3892","Point (3492071.61125410441309214 -1550609.30706091457977891)","9837",3491871.6112541,-1550409.30706091,3492271.6112541,-1550809.30706091,3492071.611,-1550609.307,160000,5.4175786961611e-07
"3893","Point (3492081.84331628913059831 -1550218.87169016874395311)","9836",3491871.6112541,-1550009.30706091,3492271.6112541,-1550409.30706091,3492081.843,-1550218.872,160000,6.51780944449372e-07
"3894","Point (3492179.77674598805606365 -1549895.28013172070495784)","9835",3491871.6112541,-1549609.30706091,3492271.6112541,-1550009.30706091,3492179.777,-1549895.28,160000,6.96278485169201e-07
"3895","Point (3491949.17655435716733336 -1541701.20318910898640752)","9815",3491871.6112541,-1541609.30706091,3492271.6112541,-1542009.30706091,3491949.177,-1541701.203,160000,9.8178730123565e-05
"3896","Point (3492071.61125410441309214 -1555409.30706091457977891)","9849",3491871.6112541,-1555209.30706091,3492271.6112541,-1555609.30706091,3492071.611,-1555409.307,160000,4.25340674225405e-08
"3897","Point (3492071.61125410441309214 -1555009.30706091457977891)","9848",3491871.6112541,-1554809.30706091,3492271.6112541,-1555209.30706091,3492071.611,-1555009.307,160000,5.26543622254871e-08
"3898","Point (3492071.61125410441309214 -1554609.30706091457977891)","9847",3491871.6112541,-1554409.30706091,3492271.6112541,-1554809.30706091,3492071.611,-1554609.307,160000,6.52637055000533e-08
"3899","Point (3492071.61125410441309214 -1554209.30706091457977891)","9846",3491871.6112541,-1554009.30706091,3492271.6112541,-1554409.30706091,3492071.611,-1554209.307,160000,8.09585243358929e-08
"3900","Point (3492071.61125410441309214 -1553809.30706091457977891)","9845",3491871.6112541,-1553609.30706091,3492271.6112541,-1554009.30706091,3492071.611,-1553809.307,160000,1.00464457765434e-07
"3901","Point (3492071.61125410441309214 -1553409.30706091457977891)","9844",3491871.6112541,-1553209.30706091,3492271.6112541,-1553609.30706091,3492071.611,-1553409.307,160000,1.24658217757704e-07
"3902","Point (3492071.61125410441309214 -1553009.30706091457977891)","9843",3491871.6112541,-1552809.30706091,3492271.6112541,-1553209.30706091,3492071.611,-1553009.307,160000,1.54590991442084e-07
"3903","Point (3492071.61125410441309214 -1552609.30706091457977891)","9842",3491871.6112541,-1552409.30706091,3492271.6112541,-1552809.30706091,3492071.611,-1552609.307,160000,1.91512870540436e-07
"3904","Point (3491271.61125410441309214 -1551409.30706091457977891)","9633",3491071.6112541,-1551209.30706091,3491471.6112541,-1551609.30706091,3491271.611,-1551409.307,160000,7.36999425640588e-07
"3905","Point (3491319.98757781041786075 -1551046.87215498043224216)","9632",3491071.6112541,-1550809.30706091,3491471.6112541,-1551209.30706091,3491319.988,-1551046.872,160000,8.63427951503776e-07
"3906","Point (3491432.94454459520056844 -1550761.02536748978309333)","9631",3491071.6112541,-1550409.30706091,3491471.6112541,-1550809.30706091,3491432.945,-1550761.025,160000,9.07847469053338e-07
"3907","Point (3491221.36862969119101763 -1542520.18652912299148738)","9611",3491071.6112541,-1542409.30706091,3491471.6112541,-1542809.30706091,3491221.369,-1542520.187,160000,0.00011794113247491
"3908","Point (3491263.90577130252495408 -1542202.15281182946637273)","9610",3491071.6112541,-1542009.30706091,3491471.6112541,-1542409.30706091,3491263.906,-1542202.153,160000,0.000152457888916635
"3909","Point (3491271.61125410441309214 -1541809.30706091457977891)","9609",3491071.6112541,-1541609.30706091,3491471.6112541,-1542009.30706091,3491271.611,-1541809.307,160000,0.000231829838821566
"3910","Point (3491271.61125410441309214 -1541409.30706091457977891)","9608",3491071.6112541,-1541209.30706091,3491471.6112541,-1541609.30706091,3491271.611,-1541409.307,160000,0.000371125342668886
"3911","Point (3491271.61125410441309214 -1541009.30706091457977891)","9607",3491071.6112541,-1540809.30706091,3491471.6112541,-1541209.30706091,3491271.611,-1541009.307,160000,0.000608298176960362
"3912","Point (3491271.61125410441309214 -1554609.30706091457977891)","9641",3491071.6112541,-1554409.30706091,3491471.6112541,-1554809.30706091,3491271.611,-1554609.307,160000,1.15889165220468e-07
"3913","Point (3491271.61125410441309214 -1554209.30706091457977891)","9640",3491071.6112541,-1554009.30706091,3491471.6112541,-1554409.30706091,3491271.611,-1554209.307,160000,1.46039310669303e-07
"3914","Point (3491271.61125410441309214 -1553809.30706091457977891)","9639",3491071.6112541,-1553609.30706091,3491471.6112541,-1554009.30706091,3491271.611,-1553809.307,160000,1.84227539701884e-07
"3915","Point (3491271.61125410441309214 -1553409.30706091457977891)","9638",3491071.6112541,-1553209.30706091,3491471.6112541,-1553609.30706091,3491271.611,-1553409.307,160000,2.32526938767112e-07
"3916","Point (3491271.61125410441309214 -1553009.30706091457977891)","9637",3491071.6112541,-1552809.30706091,3491471.6112541,-1553209.30706091,3491271.611,-1553009.307,160000,2.93491417962203e-07
"3917","Point (3491271.61125410441309214 -1552609.30706091457977891)","9636",3491071.6112541,-1552409.30706091,3491471.6112541,-1552809.30706091,3491271.611,-1552609.307,160000,3.7024306472296e-07
"3918","Point (3491271.61125410441309214 -1552209.30706091457977891)","9635",3491071.6112541,-1552009.30706091,3491471.6112541,-1552409.30706091,3491271.611,-1552209.307,160000,4.66567033194605e-07
"3919","Point (3491271.61125410441309214 -1551809.30706091457977891)","9634",3491071.6112541,-1551609.30706091,3491471.6112541,-1552009.30706091,3491271.611,-1551809.307,160000,5.8701262441975e-07
"3920","Point (3490774.01969466917216778 -1560106.93006033101119101)","9552",3490671.6112541,-1560009.30706091,3491071.6112541,-1560409.30706091,3490774.02,-1560106.93,160000,8.69224339592922e-09
"3921","Point (3490867.16201498406007886 -1559804.81979405484162271)","9551",3490671.6112541,-1559609.30706091,3491071.6112541,-1560009.30706091,3490867.162,-1559804.82,160000,9.48162398787663e-09
"3922","Point (3490871.61125410441309214 -1559409.30706091457977891)","9550",3490671.6112541,-1559209.30706091,3491071.6112541,-1559609.30706091,3490871.611,-1559409.307,160000,1.13825101348024e-08
"3923","Point (3490871.61125410441309214 -1559009.30706091457977891)","9549",3490671.6112541,-1558809.30706091,3491071.6112541,-1559209.30706091,3490871.611,-1559009.307,160000,1.37988623007393e-08
"3924","Point (3490871.61125410441309214 -1558609.30706091457977891)","9548",3490671.6112541,-1558409.30706091,3491071.6112541,-1558809.30706091,3490871.611,-1558609.307,160000,1.68152826174677e-08
"3925","Point (3490871.61125410441309214 -1558209.30706091457977891)","9547",3490671.6112541,-1558009.30706091,3491071.6112541,-1558409.30706091,3490871.611,-1558209.307,160000,2.05958440030511e-08
"3926","Point (3490871.61125410441309214 -1557809.30706091457977891)","9546",3490671.6112541,-1557609.30706091,3491071.6112541,-1558009.30706091,3490871.611,-1557809.307,160000,2.53520291246096e-08
"3927","Point (3490871.61125410441309214 -1557409.30706091457977891)","9545",3490671.6112541,-1557209.30706091,3491071.6112541,-1557609.30706091,3490871.611,-1557409.307,160000,3.1356690800261e-08
"3928","Point (3491271.61125410441309214 -1540609.30706091457977891)","9606",3491071.6112541,-1540409.30706091,3491471.6112541,-1540809.30706091,3491271.611,-1540609.307,160000,0.0010116728682669
"3929","Point (3491271.61125410441309214 -1540209.30706091457977891)","9605",3491071.6112541,-1540009.30706091,3491471.6112541,-1540409.30706091,3491271.611,-1540209.307,160000,0.00169167659135122
"3930","Point (3491271.61125410441309214 -1539809.30706091457977891)","9604",3491071.6112541,-1539609.30706091,3491471.6112541,-1540009.30706091,3491271.611,-1539809.307,160000,0.00281814256260323
"3931","Point (3491271.61125410441309214 -1539409.30706091457977891)","9603",3491071.6112541,-1539209.30706091,3491471.6112541,-1539609.30706091,3491271.611,-1539409.307,160000,0.00463987735234057
"3932","Point (3491271.61125410441309214 -1539009.30706091457977891)","9602",3491071.6112541,-1538809.30706091,3491471.6112541,-1539209.30706091,3491271.611,-1539009.307,160000,0.00750022584790707
"3933","Point (3491271.61125410441309214 -1538609.30706091457977891)","9601",3491071.6112541,-1538409.30706091,3491471.6112541,-1538809.30706091,3491271.611,-1538609.307,160000,0.0118470640070377
"3934","Point (3491285.80462662689387798 -1538238.02863620966672897)","9600",3491071.6112541,-1538009.30706091,3491471.6112541,-1538409.30706091,3491285.805,-1538238.029,160000,0.0173266161489121
"3935","Point (3491461.70416942471638322 -1538005.69133657892234623)","9599",3491071.6112541,-1537609.30706091,3491471.6112541,-1538009.30706091,3491461.704,-1538005.691,160000,0.0168563951259271
"3936","Point (3491659.32220057398080826 -1541795.17952390387654305)","9712",3491471.6112541,-1541609.30706091,3491871.6112541,-1542009.30706091,3491659.322,-1541795.18,160000,0.000133347187635344
"3937","Point (3491671.61125410441309214 -1541409.30706091457977891)","9711",3491471.6112541,-1541209.30706091,3491871.6112541,-1541609.30706091,3491671.611,-1541409.307,160000,0.000204962634772035
"3938","Point (3491671.61125410441309214 -1541009.30706091457977891)","9710",3491471.6112541,-1540809.30706091,3491871.6112541,-1541209.30706091,3491671.611,-1541009.307,160000,0.000333332537912324
"3939","Point (3491671.61125410441309214 -1540609.30706091457977891)","9709",3491471.6112541,-1540409.30706091,3491871.6112541,-1540809.30706091,3491671.611,-1540609.307,160000,0.000549869379827701
"3940","Point (3491671.61125410441309214 -1540209.30706091457977891)","9708",3491471.6112541,-1540009.30706091,3491871.6112541,-1540409.30706091,3491671.611,-1540209.307,160000,0.000912291203518156
"3941","Point (3491671.61125410441309214 -1539809.30706091457977891)","9707",3491471.6112541,-1539609.30706091,3491871.6112541,-1540009.30706091,3491671.611,-1539809.307,160000,0.00151015814705589
"3942","Point (3491671.61125410441309214 -1539409.30706091457977891)","9706",3491471.6112541,-1539209.30706091,3491871.6112541,-1539609.30706091,3491671.611,-1539409.307,160000,0.00247698141020722
"3943","Point (3491671.61125410441309214 -1539009.30706091457977891)","9705",3491471.6112541,-1538809.30706091,3491871.6112541,-1539209.30706091,3491671.611,-1539009.307,160000,0.00400315608281458
"3944","Point (3491671.61125410441309214 -1552609.30706091457977891)","9739",3491471.6112541,-1552409.30706091,3491871.6112541,-1552809.30706091,3491671.611,-1552609.307,160000,2.65237315984814e-07
"3945","Point (3491671.61125410441309214 -1552209.30706091457977891)","9738",3491471.6112541,-1552009.30706091,3491871.6112541,-1552409.30706091,3491671.611,-1552209.307,160000,3.31005559229768e-07
"3946","Point (3491671.61125410441309214 -1551809.30706091457977891)","9737",3491471.6112541,-1551609.30706091,3491871.6112541,-1552009.30706091,3491671.611,-1551809.307,160000,4.12340234760782e-07
"3947","Point (3491671.61125410441309214 -1551409.30706091457977891)","9736",3491471.6112541,-1551209.30706091,3491871.6112541,-1551609.30706091,3491671.611,-1551409.307,160000,5.12500936078671e-07
"3948","Point (3491671.61125410441309214 -1551009.30706091457977891)","9735",3491471.6112541,-1550809.30706091,3491871.6112541,-1551209.30706091,3491671.611,-1551009.307,160000,6.35281685162024e-07
"3949","Point (3491697.2827560412697494 -1550631.68169247242622077)","9734",3491471.6112541,-1550409.30706091,3491871.6112541,-1550809.30706091,3491697.283,-1550631.682,160000,7.57363848927561e-07
"3950","Point (3491806.39208206813782454 -1550327.87028727540746331)","9733",3491471.6112541,-1550009.30706091,3491871.6112541,-1550409.30706091,3491806.392,-1550327.87,160000,7.99482835203232e-07
"3951","Point (3491546.72321682283654809 -1542118.63421118049882352)","9713",3491471.6112541,-1542009.30706091,3491871.6112541,-1542409.30706091,3491546.723,-1542118.634,160000,0.000110067542682844
"3952","Point (3491271.61125410441309214 -1557809.30706091457977891)","9649",3491071.6112541,-1557609.30706091,3491471.6112541,-1558009.30706091,3491271.611,-1557809.307,160000,1.99572592080934e-08
"3953","Point (3491271.61125410441309214 -1557409.30706091457977891)","9648",3491071.6112541,-1557209.30706091,3491471.6112541,-1557609.30706091,3491271.611,-1557409.307,160000,2.45624629839576e-08
"3954","Point (3491271.61125410441309214 -1557009.30706091457977891)","9647",3491071.6112541,-1556809.30706091,3491471.6112541,-1557209.30706091,3491271.611,-1557009.307,160000,3.03547101611289e-08
"3955","Point (3491271.61125410441309214 -1556609.30706091457977891)","9646",3491071.6112541,-1556409.30706091,3491471.6112541,-1556809.30706091,3491271.611,-1556609.307,160000,3.76575911936393e-08
"3956","Point (3491271.61125410441309214 -1556209.30706091457977891)","9645",3491071.6112541,-1556009.30706091,3491471.6112541,-1556409.30706091,3491271.611,-1556209.307,160000,4.68839115675243e-08
"3957","Point (3491271.61125410441309214 -1555809.30706091457977891)","9644",3491071.6112541,-1555609.30706091,3491471.6112541,-1556009.30706091,3491271.611,-1555809.307,160000,5.85593347686058e-08
"3958","Point (3491271.61125410441309214 -1555409.30706091457977891)","9643",3491071.6112541,-1555209.30706091,3491471.6112541,-1555609.30706091,3491271.611,-1555409.307,160000,7.33515766644228e-08
"3959","Point (3491271.61125410441309214 -1555009.30706091457977891)","9642",3491071.6112541,-1554809.30706091,3491471.6112541,-1555209.30706091,3491271.611,-1555009.307,160000,9.21060891880452e-08
"3960","Point (3491671.61125410441309214 -1538609.30706091457977891)","9704",3491471.6112541,-1538409.30706091,3491871.6112541,-1538809.30706091,3491671.611,-1538609.307,160000,0.00634622891728536
"3961","Point (3491671.61125410441309214 -1538209.30706091457977891)","9703",3491471.6112541,-1538009.30706091,3491871.6112541,-1538409.30706091,3491671.611,-1538209.307,160000,0.00984047047148029
"3962","Point (3491729.65261117927730083 -1537956.79563552862964571)","9702",3491471.6112541,-1537609.30706091,3491871.6112541,-1538009.30706091,3491729.653,-1537956.796,160000,0.0117423339271793
"3963","Point (3491181.04827937763184309 -1559712.9672841636929661)","9654",3491071.6112541,-1559609.30706091,3491471.6112541,-1560009.30706091,3491181.048,-1559712.967,160000,8.31211538403939e-09
"3964","Point (3491269.0572208552621305 -1559406.72763459058478475)","9653",3491071.6112541,-1559209.30706091,3491471.6112541,-1559609.30706091,3491269.057,-1559406.728,160000,9.12111540368439e-09
"3965","Point (3491271.61125410441309214 -1559009.30706091457977891)","9652",3491071.6112541,-1558809.30706091,3491471.6112541,-1559209.30706091,3491271.611,-1559009.307,160000,1.09939217996002e-08
"3966","Point (3491271.61125410441309214 -1558609.30706091457977891)","9651",3491071.6112541,-1558409.30706091,3491471.6112541,-1558809.30706091,3491271.611,-1558609.307,160000,1.33496682693999e-08
"3967","Point (3491271.61125410441309214 -1558209.30706091457977891)","9650",3491071.6112541,-1558009.30706091,3491471.6112541,-1558409.30706091,3491271.611,-1558209.307,160000,1.62857429573736e-08
"3968","Point (3492879.70067157549783587 -1561813.78377219149842858)","10071",3492671.6112541,-1561609.30706091,3493071.6112541,-1562009.30706091,3492879.701,-1561813.784,160000,1.37110029762503e-09
"3969","Point (3492909.68968155421316624 -1561417.19617703603580594)","10070",3492671.6112541,-1561209.30706091,3493071.6112541,-1561609.30706091,3492909.69,-1561417.196,160000,1.57529979887569e-09
"3970","Point (3492952.91688121994957328 -1561023.89360316516831517)","10069",3492671.6112541,-1560809.30706091,3493071.6112541,-1561209.30706091,3492952.917,-1561023.894,160000,1.801063742004e-09
"3971","Point (3493005.01684011425822973 -1560631.55775137688033283)","10068",3492671.6112541,-1560409.30706091,3493071.6112541,-1560809.30706091,3493005.017,-1560631.558,160000,2.05532448022716e-09
"3972","Point (3493035.29449636535719037 -1560254.88181266933679581)","10067",3492671.6112541,-1560009.30706091,3493071.6112541,-1560409.30706091,3493035.294,-1560254.882,160000,2.36510355880195e-09
"3973","Point (3493067.99106537271291018 -1559997.23976513976231217)","10066",3492671.6112541,-1559609.30706091,3493071.6112541,-1560009.30706091,3493067.991,-1559997.24,160000,2.59088053649067e-09
"3974","Point (3492985.13623980153352022 -1559330.10401572310365736)","10065",3492671.6112541,-1559209.30706091,3493071.6112541,-1559609.30706091,3492985.136,-1559330.104,160000,3.61948319086592e-09
"3975","Point (3492876.50254195090383291 -1559003.68366518267430365)","10064",3492671.6112541,-1558809.30706091,3493071.6112541,-1559209.30706091,3492876.503,-1559003.684,160000,4.4461545707895e-09
"3976","Point (3493271.61125410441309214 -1537809.30706091457977891)","10114",3493071.6112541,-1537609.30706091,3493471.6112541,-1538009.30706091,3493271.611,-1537809.307,160000,0.00132531130374397
"3977","Point (3493289.78345950273796916 -1537472.10022525070235133)","10113",3493071.6112541,-1537209.30706091,3493471.6112541,-1537609.30706091,3493289.783,-1537472.1,160000,0.00188912985811346
"3978","Point (3492865.64212338346987963 -1564110.13697732402943075)","10077",3492671.6112541,-1564009.30706091,3493071.6112541,-1564409.30706091,3492865.642,-1564110.137,160000,6.05296575171762e-10
"3979","Point (3492871.61125410441309214 -1563809.30706091457977891)","10076",3492671.6112541,-1563609.30706091,3493071.6112541,-1564009.30706091,3492871.611,-1563809.307,160000,6.67744245467394e-10
"3980","Point (3492871.61125410441309214 -1563409.30706091457977891)","10075",3492671.6112541,-1563209.30706091,3493071.6112541,-1563609.30706091,3492871.611,-1563409.307,160000,7.66416791817048e-10
"3981","Point (3492871.61125410441309214 -1563009.30706091457977891)","10074",3492671.6112541,-1562809.30706091,3493071.6112541,-1563209.30706091,3492871.611,-1563009.307,160000,8.82831292121034e-10
"3982","Point (3492871.61125410441309214 -1562609.30706091457977891)","10073",3492671.6112541,-1562409.30706091,3493071.6112541,-1562809.30706091,3492871.611,-1562609.307,160000,1.02063998897186e-09
"3983","Point (3492871.61125410441309214 -1562209.30706091457977891)","10072",3492671.6112541,-1562009.30706091,3493071.6112541,-1562409.30706091,3492871.611,-1562209.307,160000,1.18431975690492e-09
"3984","Point (3492871.61125410441309214 -1555409.30706091457977891)","10055",3492671.6112541,-1555209.30706091,3493071.6112541,-1555609.30706091,3492871.611,-1555409.307,160000,2.50415510861638e-08
"3985","Point (3492871.61125410441309214 -1555009.30706091457977891)","10054",3492671.6112541,-1554809.30706091,3493071.6112541,-1555209.30706091,3492871.611,-1555009.307,160000,3.06290131733694e-08
"3986","Point (3492871.61125410441309214 -1554609.30706091457977891)","10053",3492671.6112541,-1554409.30706091,3493071.6112541,-1554809.30706091,3492871.611,-1554609.307,160000,3.74884772636035e-08
"3987","Point (3492871.61125410441309214 -1554209.30706091457977891)","10052",3492671.6112541,-1554009.30706091,3493071.6112541,-1554409.30706091,3492871.611,-1554209.307,160000,4.58973226235057e-08
"3988","Point (3492871.61125410441309214 -1553809.30706091457977891)","10051",3492671.6112541,-1553609.30706091,3493071.6112541,-1554009.30706091,3492871.611,-1553809.307,160000,5.61860085223362e-08
"3989","Point (3492871.61125410441309214 -1553409.30706091457977891)","10050",3492671.6112541,-1553209.30706091,3493071.6112541,-1553609.30706091,3492871.611,-1553409.307,160000,6.87453916876389e-08
"3990","Point (3492871.61125410441309214 -1553009.30706091457977891)","10049",3492671.6112541,-1552809.30706091,3493071.6112541,-1553209.30706091,3492871.611,-1553009.307,160000,8.40341873191948e-08
"3991","Point (3492871.61125410441309214 -1552609.30706091457977891)","10048",3492671.6112541,-1552409.30706091,3493071.6112541,-1552809.30706091,3492871.611,-1552609.307,160000,1.02586364686323e-07
"3992","Point (3492871.61125410441309214 -1558609.30706091457977891)","10063",3492671.6112541,-1558409.30706091,3493071.6112541,-1558809.30706091,3492871.611,-1558609.307,160000,5.33117246072083e-09
"3993","Point (3492871.61125410441309214 -1558209.30706091457977891)","10062",3492671.6112541,-1558009.30706091,3493071.6112541,-1558409.30706091,3492871.611,-1558209.307,160000,6.41135816141713e-09
"3994","Point (3492871.61125410441309214 -1557809.30706091457977891)","10061",3492671.6112541,-1557609.30706091,3493071.6112541,-1558009.30706091,3492871.611,-1557809.307,160000,7.73361576627488e-09
"3995","Point (3492871.61125410441309214 -1557409.30706091457977891)","10060",3492671.6112541,-1557209.30706091,3493071.6112541,-1557609.30706091,3492871.611,-1557409.307,160000,9.3547570114173e-09
"3996","Point (3492871.61125410441309214 -1557009.30706091457977891)","10059",3492671.6112541,-1556809.30706091,3493071.6112541,-1557209.30706091,3492871.611,-1557009.307,160000,1.13448901621045e-08
"3997","Point (3492871.61125410441309214 -1556609.30706091457977891)","10058",3492671.6112541,-1556409.30706091,3493071.6112541,-1556809.30706091,3492871.611,-1556609.307,160000,1.37903367228508e-08
"3998","Point (3492871.61125410441309214 -1556209.30706091457977891)","10057",3492671.6112541,-1556009.30706091,3493071.6112541,-1556409.30706091,3492871.611,-1556209.307,160000,1.67970812281982e-08
"3999","Point (3492871.61125410441309214 -1555809.30706091457977891)","10056",3492671.6112541,-1555609.30706091,3493071.6112541,-1556009.30706091,3492871.611,-1555809.307,160000,2.04948061847399e-08
"4000","Point (3493271.61125410441309214 -1554209.30706091457977891)","10155",3493071.6112541,-1554009.30706091,3493471.6112541,-1554409.30706091,3493271.611,-1554209.307,160000,3.49112148344959e-08
"4001","Point (3493271.61125410441309214 -1553809.30706091457977891)","10154",3493071.6112541,-1553609.30706091,3493471.6112541,-1554009.30706091,3493271.611,-1553809.307,160000,4.2493951693049e-08
"4002","Point (3493271.61125410441309214 -1553409.30706091457977891)","10153",3493071.6112541,-1553209.30706091,3493471.6112541,-1553609.30706091,3493271.611,-1553409.307,160000,5.1689774668085e-08
"4003","Point (3493271.61125410441309214 -1553009.30706091457977891)","10152",3493071.6112541,-1552809.30706091,3493471.6112541,-1553209.30706091,3493271.611,-1553009.307,160000,6.28106100194317e-08
"4004","Point (3493271.61125410441309214 -1552609.30706091457977891)","10151",3493071.6112541,-1552409.30706091,3493471.6112541,-1552809.30706091,3493271.611,-1552609.307,160000,7.6216757540078e-08
"4005","Point (3493271.61125410441309214 -1552209.30706091457977891)","10150",3493071.6112541,-1552009.30706091,3493471.6112541,-1552409.30706091,3493271.611,-1552209.307,160000,9.23210761033892e-08
"4006","Point (3493271.61125410441309214 -1551809.30706091457977891)","10149",3493071.6112541,-1551609.30706091,3493471.6112541,-1552009.30706091,3493271.611,-1551809.307,160000,1.11592972542542e-07
"4007","Point (3493271.61125410441309214 -1551409.30706091457977891)","10148",3493071.6112541,-1551209.30706091,3493471.6112541,-1551609.30706091,3493271.611,-1551409.307,160000,1.34562319196207e-07
"4008","Point (3493271.61125410441309214 -1557409.30706091457977891)","10163",3493071.6112541,-1557209.30706091,3493471.6112541,-1557609.30706091,3493271.611,-1557409.307,160000,7.39132338917948e-09
"4009","Point (3493271.61125410441309214 -1557009.30706091457977891)","10162",3493071.6112541,-1556809.30706091,3493471.6112541,-1557209.30706091,3493271.611,-1557009.307,160000,8.92924281329348e-09
"4010","Point (3493271.61125410441309214 -1556609.30706091457977891)","10161",3493071.6112541,-1556409.30706091,3493471.6112541,-1556809.30706091,3493271.611,-1556609.307,160000,1.08091862988423e-08
"4011","Point (3493271.61125410441309214 -1556209.30706091457977891)","10160",3493071.6112541,-1556009.30706091,3493471.6112541,-1556409.30706091,3493271.611,-1556209.307,160000,1.31080554406825e-08
"4012","Point (3493271.61125410441309214 -1555809.30706091457977891)","10159",3493071.6112541,-1555609.30706091,3493471.6112541,-1556009.30706091,3493271.611,-1555809.307,160000,1.59192157929672e-08
"4013","Point (3493271.61125410441309214 -1555409.30706091457977891)","10158",3493071.6112541,-1555209.30706091,3493471.6112541,-1555609.30706091,3493271.611,-1555409.307,160000,1.93555442653651e-08
"4014","Point (3493271.61125410441309214 -1555009.30706091457977891)","10157",3493071.6112541,-1554809.30706091,3493471.6112541,-1555209.30706091,3493271.611,-1555009.307,160000,2.35528491871979e-08
"4015","Point (3493271.61125410441309214 -1554609.30706091457977891)","10156",3493071.6112541,-1554409.30706091,3493471.6112541,-1554809.30706091,3493271.611,-1554609.307,160000,2.86736419852153e-08
"4016","Point (3493128.68360375380143523 -1540843.50477847387082875)","10122",3493071.6112541,-1540809.30706091,3493471.6112541,-1541209.30706091,3493128.684,-1540843.505,160000,5.38172958283743e-05
"4017","Point (3493260.76935047749429941 -1540595.37671480071730912)","10121",3493071.6112541,-1540409.30706091,3493471.6112541,-1540809.30706091,3493260.769,-1540595.377,160000,5.99473118185417e-05
"4018","Point (3493271.61125410441309214 -1540209.30706091457977891)","10120",3493071.6112541,-1540009.30706091,3493471.6112541,-1540409.30706091,3493271.611,-1540209.307,160000,9.06085928420282e-05
"4019","Point (3493271.61125410441309214 -1539809.30706091457977891)","10119",3493071.6112541,-1539609.30706091,3493471.6112541,-1540009.30706091,3493271.611,-1539809.307,160000,0.000141585775999869
"4020","Point (3493271.61125410441309214 -1539409.30706091457977891)","10118",3493071.6112541,-1539209.30706091,3493471.6112541,-1539609.30706091,3493271.611,-1539409.307,160000,0.000221604202510873
"4021","Point (3493271.61125410441309214 -1539009.30706091457977891)","10117",3493071.6112541,-1538809.30706091,3493471.6112541,-1539209.30706091,3493271.611,-1539009.307,160000,0.000346783055035052
"4022","Point (3493271.61125410441309214 -1538609.30706091457977891)","10116",3493071.6112541,-1538409.30706091,3493471.6112541,-1538809.30706091,3493271.611,-1538609.307,160000,0.000542165295611427
"4023","Point (3493271.61125410441309214 -1538209.30706091457977891)","10115",3493071.6112541,-1538009.30706091,3493471.6112541,-1538409.30706091,3493271.611,-1538209.307,160000,0.000847176312451312
"4024","Point (3493271.61125410441309214 -1551009.30706091457977891)","10147",3493071.6112541,-1550809.30706091,3493471.6112541,-1551209.30706091,3493271.611,-1551009.307,160000,1.61823647809297e-07
"4025","Point (3493271.61125410441309214 -1550609.30706091457977891)","10146",3493071.6112541,-1550409.30706091,3493471.6112541,-1550809.30706091,3493271.611,-1550609.307,160000,1.94041295562994e-07
"4026","Point (3493271.61125410441309214 -1550209.30706091457977891)","10145",3493071.6112541,-1550009.30706091,3493471.6112541,-1550409.30706091,3493271.611,-1550209.307,160000,2.31956635457913e-07
"4027","Point (3493271.61125410441309214 -1549809.30706091457977891)","10144",3493071.6112541,-1549609.30706091,3493471.6112541,-1550009.30706091,3493271.611,-1549809.307,160000,2.76399133784358e-07
"4028","Point (3493271.61125410441309214 -1549409.30706091457977891)","10143",3493071.6112541,-1549209.30706091,3493471.6112541,-1549609.30706091,3493271.611,-1549409.307,160000,3.2830377666452e-07
"4029","Point (3493271.61125410441309214 -1549009.30706091457977891)","10142",3493071.6112541,-1548809.30706091,3493471.6112541,-1549209.30706091,3493271.611,-1549009.307,160000,3.88738452295488e-07
"4030","Point (3493299.29418536834418774 -1548633.30098898964934051)","10141",3493071.6112541,-1548409.30706091,3493471.6112541,-1548809.30706091,3493299.294,-1548633.301,160000,4.43810475458006e-07
